Date,Open,High,Low,Close,Adj Close,Volume
2005-08-23,183.339996,183.479996,183.009995,183.399994,175.012344,1964600
2005-08-24,185.000000,185.000000,185.000000,185.000000,176.539124,3571800
2005-08-25,185.000000,195.000000,183.000000,195.000000,186.081833,12400
2005-08-26,190.000000,190.000000,182.000000,182.000000,173.676270,553200
2005-08-29,182.000000,182.000000,181.000000,181.000000,172.722076,279500
2005-08-30,182.000000,182.000000,180.500000,180.740005,172.473953,403900
2005-08-31,186.000000,186.000000,179.740005,180.500000,172.244995,156400
2005-09-01,182.000000,183.199997,182.000000,183.199997,174.821503,31000
2005-09-02,183.050003,183.050003,183.050003,183.050003,174.678360,1000
2005-09-05,183.899994,184.300003,183.899994,184.300003,175.871201,14300
2005-09-06,185.000000,186.100006,185.000000,186.000000,177.493393,38300
2005-09-07,185.800003,186.699997,185.800003,186.699997,178.161423,80500
2005-09-08,186.190002,187.000000,186.190002,187.000000,178.447662,36200
2005-09-09,187.000000,188.100006,187.000000,187.899994,179.306519,47200
2005-09-12,188.000000,188.000000,185.500000,185.500000,177.016266,5200
2005-09-13,184.199997,184.800003,184.199997,184.800003,176.348312,31700
2005-09-14,185.500000,185.699997,185.500000,185.699997,177.207123,16100
2005-09-15,185.000000,185.000000,183.179993,183.179993,174.802429,10000
2005-09-16,183.179993,183.179993,183.179993,183.179993,174.802429,0
2005-09-19,184.699997,184.699997,184.690002,184.690002,176.243362,400
2005-09-20,183.600006,183.899994,181.389999,183.779999,175.374924,37100
2005-09-21,182.000000,182.199997,182.000000,182.199997,173.867188,10800
2005-09-22,182.000000,182.600006,182.000000,182.600006,174.248978,35500
2005-09-23,182.600006,182.600006,182.600006,182.600006,174.248978,200
2005-09-26,186.500000,186.600006,186.500000,186.500000,177.970520,23700
2005-09-27,186.000000,186.509995,186.000000,186.100006,177.588882,342600
2005-09-28,188.100006,189.000000,187.369995,188.399994,179.783707,197000
2005-09-29,188.000000,188.300003,187.320007,188.070007,179.468735,20500
2005-09-30,188.500000,189.000000,187.229996,189.000000,180.356201,21000
2005-10-03,188.000000,188.300003,188.000000,188.000000,179.401917,39300
2005-10-04,188.009995,188.490005,188.000000,188.399994,179.783707,419800
2005-10-05,187.679993,187.679993,185.500000,187.279999,178.714874,3200
2005-10-06,186.500000,186.500000,186.500000,186.500000,177.970520,271900
2005-10-07,186.500000,186.500000,186.500000,186.500000,177.970520,1000
2005-10-10,185.520004,185.520004,185.520004,185.520004,177.144608,100
2005-10-11,185.089996,185.210007,185.000000,185.000000,176.648071,194600
2005-10-12,185.000000,185.000000,185.000000,185.000000,176.648071,0
2005-10-13,184.960007,184.960007,184.960007,184.960007,176.609955,300
2005-10-14,187.000000,187.559998,187.000000,187.559998,179.092484,21900
2005-10-17,187.250000,187.250000,187.250000,187.250000,178.796463,200
2005-10-18,187.250000,187.250000,187.250000,187.250000,178.796463,0
2005-10-19,183.720001,185.500000,183.720001,185.500000,177.125488,11200
2005-10-20,185.500000,185.500000,185.500000,185.500000,177.125488,0
2005-10-21,183.500000,183.500000,183.500000,183.500000,175.215759,500
2005-10-24,186.029999,186.029999,186.029999,186.029999,177.631607,100
2005-10-25,187.490005,189.000000,187.490005,188.000000,179.512665,34300
2005-10-26,190.000000,192.000000,189.190002,191.990005,183.322525,117600
2005-10-27,191.990005,191.990005,191.990005,191.990005,183.322525,0
2005-10-28,186.559998,186.559998,186.559998,186.559998,178.137634,2400
2005-10-31,188.770004,189.410004,188.770004,189.410004,180.858948,6200
2005-11-01,189.410004,189.410004,189.410004,189.410004,180.858948,0
2005-11-02,190.000000,191.000000,190.000000,191.000000,182.377289,13600
